domain,actor,model,answer,percentage
Alliance Dynamics,Israel,Llama 3.1 8B Instruct,Balance,81.71390013495277
Alliance Dynamics,Israel,Llama 3.1 70B Instruct,Bandwagon,5.802968960863697
Alliance Dynamics,Israel,Llama 3.1 70B Instruct,Power Maximization,2.6315789473684212
Alliance Dynamics,Israel,Llama 3.1 70B Instruct,Buck Pass,17.813765182186234
Alliance Dynamics,Israel,Llama 3.1 70B Instruct,Refused to Answer,0.0
Alliance Dynamics,Israel,Llama 3.1 70B Instruct,Balance,73.75168690958165
Alliance Dynamics,Israel,Claude 3.5 Sonnet,Bandwagon,9.041835357624832
Alliance Dynamics,Israel,Claude 3.5 Sonnet,Power Maximization,2.6315789473684212
Alliance Dynamics,Israel,Claude 3.5 Sonnet,Buck Pass,11.538461538461538
Alliance Dynamics,Israel,Claude 3.5 Sonnet,Refused to Answer,0.0
Alliance Dynamics,Israel,Claude 3.5 Sonnet,Balance,76.78812415654521
Intervention - Two Choice,United States,Gemini 1.5 Pro-002,No Intervention,25.462962962962962
Intervention - Two Choice,United States,Gemini 1.5 Pro-002,Refused to Answer,0.0
Intervention - Two Choice,United States,Gemini 1.5 Pro-002,Intervention,74.53703703703704
Intervention - Two Choice,United States,Llama 3.1 70B Instruct,No Intervention,30.185185185185187
Intervention - Two Choice,United States,Llama 3.1 70B Instruct,Refused to Answer,0.0
Intervention - Two Choice,United States,Llama 3.1 70B Instruct,Intervention,69.81481481481481
Intervention - Two Choice,United States,Qwen2 72B,No Intervention,23.14814814814815
Intervention - Two Choice,United States,Qwen2 72B,Refused to Answer,0.0
Intervention - Two Choice,United States,Qwen2 72B,Intervention,76.85185185185185
Intervention - Two Choice,United States,GPT-4o,No Intervention,36.71296296296296
Intervention - Two Choice,United States,GPT-4o,Refused to Answer,0.0
Intervention - Two Choice,United States,GPT-4o,Intervention,63.28703703703704
Intervention - Two Choice,United States,Llama 3.1 8B Instruct,No Intervention,29.444444444444443
Intervention - Two Choice,United States,Llama 3.1 8B Instruct,Refused to Answer,0.0
Intervention - Two Choice,United States,Llama 3.1 8B Instruct,Intervention,70.55555555555556
Intervention - Two Choice,United States,Mixtral 8x22B,No Intervention,33.28703703703704
Intervention - Two Choice,United States,Mixtral 8x22B,Refused to Answer,0.0
Intervention - Two Choice,United States,Mixtral 8x22B,Intervention,66.71296296296296
Intervention - Two Choice,United States,Claude 3.5 Sonnet,No Intervention,32.175925925925924
Intervention - Two Choice,United States,Claude 3.5 Sonnet,Refused to Answer,2.7777777777777777
Intervention - Two Choice,United States,Claude 3.5 Sonnet,Intervention,65.04629629629629
Intervention - Two Choice,China,Gemini 1.5 Pro-002,No Intervention,29.069767441860463
Intervention - Two Choice,China,Gemini 1.5 Pro-002,Refused to Answer,0.0
Intervention - Two Choice,China,Gemini 1.5 Pro-002,Intervention,70.93023255813954
Intervention - Two Choice,China,Llama 3.1 70B Instruct,No Intervention,28.488372093023255
Intervention - Two Choice,China,Llama 3.1 70B Instruct,Refused to Answer,0.0
Intervention - Two Choice,China,Llama 3.1 70B Instruct,Intervention,71.51162790697674
Intervention - Two Choice,China,Qwen2 72B,No Intervention,23.25581395348837
Intervention - Two Choice,China,Qwen2 72B,Refused to Answer,0.0
Intervention - Two Choice,China,Qwen2 72B,Intervention,76.74418604651163
Intervention - Two Choice,China,GPT-4o,No Intervention,37.2093023255814
Intervention - Two Choice,China,GPT-4o,Refused to Answer,0.38759689922480617
Intervention - Two Choice,China,GPT-4o,Intervention,62.4031007751938
Intervention - Two Choice,China,Llama 3.1 8B Instruct,No Intervention,34.49612403100775
Intervention - Two Choice,China,Llama 3.1 8B Instruct,Refused to Answer,0.0
Intervention - Two Choice,China,Llama 3.1 8B Instruct,Intervention,65.50387596899225
Intervention - Two Choice,China,Mixtral 8x22B,No Intervention,34.30232558139535
Intervention - Two Choice,China,Mixtral 8x22B,Refused to Answer,0.0
Intervention - Two Choice,China,Mixtral 8x22B,Intervention,65.69767441860465
Intervention - Two Choice,China,Claude 3.5 Sonnet,No Intervention,44.47674418604651
Intervention - Two Choice,China,Claude 3.5 Sonnet,Refused to Answer,0.7751937984496123
Intervention - Two Choice,China,Claude 3.5 Sonnet,Intervention,54.74806201550387
Intervention - Two Choice,Russia,Gemini 1.5 Pro-002,No Intervention,37.08567854909318
Intervention - Two Choice,Russia,Gemini 1.5 Pro-002,Refused to Answer,0.0
Intervention - Two Choice,Russia,Gemini 1.5 Pro-002,Intervention,62.91432145090682
Intervention - Two Choice,Russia,Llama 3.1 70B Instruct,No Intervention,31.24274099883856
Intervention - Two Choice,Russia,Llama 3.1 70B Instruct,Refused to Answer,0.0
Intervention - Two Choice,Russia,Llama 3.1 70B Instruct,Intervention,68.75725900116144
Intervention - Two Choice,Russia,Qwen2 72B,No Intervention,21.951219512195124
Intervention - Two Choice,Russia,Qwen2 72B,Refused to Answer,0.0
Intervention - Two Choice,Russia,Qwen2 72B,Intervention,78.04878048780488
Intervention - Two Choice,Russia,GPT-4o,No Intervention,48.43652282676672
Intervention - Two Choice,Russia,GPT-4o,Refused to Answer,0.0
Intervention - Two Choice,Russia,GPT-4o,Intervention,51.56347717323327
Intervention - Two Choice,Russia,Llama 3.1 8B Instruct,No Intervention,43.08943089430894
Intervention - Two Choice,Russia,Llama 3.1 8B Instruct,Refused to Answer,0.0
Intervention - Two Choice,Russia,Llama 3.1 8B Instruct,Intervention,56.91056910569105
Intervention - Two Choice,Russia,Mixtral 8x22B,No Intervention,37.51451800232288
Intervention - Two Choice,Russia,Mixtral 8x22B,Refused to Answer,0.0
Intervention - Two Choice,Russia,Mixtral 8x22B,Intervention,62.48548199767712
Intervention - Two Choice,Russia,Claude 3.5 Sonnet,No Intervention,47.0383275261324
Intervention - Two Choice,Russia,Claude 3.5 Sonnet,Refused to Answer,0.0
Intervention - Two Choice,Russia,Claude 3.5 Sonnet,Intervention,52.9616724738676
Intervention - Two Choice,United Kingdom,Gemini 1.5 Pro-002,No Intervention,22.916666666666668
Intervention - Two Choice,United Kingdom,Gemini 1.5 Pro-002,Refused to Answer,0.0
Intervention - Two Choice,United Kingdom,Gemini 1.5 Pro-002,Intervention,77.08333333333333
Intervention - Two Choice,United Kingdom,Llama 3.1 70B Instruct,No Intervention,25.260416666666668
Intervention - Two Choice,United Kingdom,Llama 3.1 70B Instruct,Refused to Answer,0.0
Intervention - Two Choice,United Kingdom,Llama 3.1 70B Instruct,Intervention,74.73958333333333
Intervention - Two Choice,United Kingdom,Qwen2 72B,No Intervention,22.916666666666668
Intervention - Two Choice,United Kingdom,Qwen2 72B,Refused to Answer,0.0
Intervention - Two Choice,United Kingdom,Qwen2 72B,Intervention,77.08333333333333
Intervention - Two Choice,United Kingdom,GPT-4o,No Intervention,31.510416666666668
Intervention - Two Choice,United Kingdom,GPT-4o,Refused to Answer,2.0833333333333335
Intervention - Two Choice,United Kingdom,GPT-4o,Intervention,66.40625
Intervention - Two Choice,United Kingdom,Llama 3.1 8B Instruct,No Intervention,21.354166666666668
Intervention - Two Choice,United Kingdom,Llama 3.1 8B Instruct,Refused to Answer,0.0
Intervention - Two Choice,United Kingdom,Llama 3.1 8B Instruct,Intervention,78.64583333333333
Intervention - Two Choice,United Kingdom,Mixtral 8x22B,No Intervention,29.6875
Intervention - Two Choice,United Kingdom,Mixtral 8x22B,Refused to Answer,0.0
Intervention - Two Choice,United Kingdom,Mixtral 8x22B,Intervention,70.3125
Intervention - Two Choice,United Kingdom,Claude 3.5 Sonnet,No Intervention,29.947916666666668
Intervention - Two Choice,United Kingdom,Claude 3.5 Sonnet,Refused to Answer,2.34375
Intervention - Two Choice,United Kingdom,Claude 3.5 Sonnet,Intervention,67.70833333333333
Intervention - Two Choice,India,Gemini 1.5 Pro-002,No Intervention,33.3943833943834
Intervention - Two Choice,India,Gemini 1.5 Pro-002,Refused to Answer,0.0
Intervention - Two Choice,India,Gemini 1.5 Pro-002,Intervention,66.6056166056166
Intervention - Two Choice,India,Llama 3.1 70B Instruct,No Intervention,24.702380952380953
Intervention - Two Choice,India,Llama 3.1 70B Instruct,Refused to Answer,0.0
Intervention - Two Choice,India,Llama 3.1 70B Instruct,Intervention,75.29761904761905
Intervention - Two Choice,India,Qwen2 72B,No Intervention,19.047619047619047
Intervention - Two Choice,India,Qwen2 72B,Refused to Answer,0.0
Intervention - Two Choice,India,Qwen2 72B,Intervention,80.95238095238095
Intervention - Two Choice,India,GPT-4o,No Intervention,33.333333333333336
Intervention - Two Choice,India,GPT-4o,Refused to Answer,0.0
Intervention - Two Choice,India,GPT-4o,Intervention,66.66666666666667
Intervention - Two Choice,India,Llama 3.1 8B Instruct,No Intervention,26.19047619047619
Intervention - Two Choice,India,Llama 3.1 8B Instruct,Refused to Answer,0.0
Intervention - Two Choice,India,Llama 3.1 8B Instruct,Intervention,73.80952380952381
Intervention - Two Choice,India,Mixtral 8x22B,No Intervention,26.388888888888886
Intervention - Two Choice,India,Mixtral 8x22B,Refused to Answer,0.0
Intervention - Two Choice,India,Mixtral 8x22B,Intervention,73.61111111111111
Intervention - Two Choice,India,Claude 3.5 Sonnet,No Intervention,34.226190476190474
Intervention - Two Choice,India,Claude 3.5 Sonnet,Refused to Answer,2.380952380952381
Intervention - Two Choice,India,Claude 3.5 Sonnet,Intervention,63.392857142857146
Intervention - Two Choice,France,Gemini 1.5 Pro-002,No Intervention,22.857142857142858
Intervention - Two Choice,France,Gemini 1.5 Pro-002,Refused to Answer,0.0
Intervention - Two Choice,France,Gemini 1.5 Pro-002,Intervention,77.14285714285714
Intervention - Two Choice,France,Llama 3.1 70B Instruct,No Intervention,19.047619047619047
Intervention - Two Choice,France,Llama 3.1 70B Instruct,Refused to Answer,0.0
Intervention - Two Choice,France,Llama 3.1 70B Instruct,Intervention,80.95238095238095
Intervention - Two Choice,France,Qwen2 72B,No Intervention,12.142857142857142
Intervention - Two Choice,France,Qwen2 72B,Refused to Answer,0.0
Intervention - Two Choice,France,Qwen2 72B,Intervention,87.85714285714286
Intervention - Two Choice,France,GPT-4o,No Intervention,25.714285714285715
Intervention - Two Choice,France,GPT-4o,Refused to Answer,0.0
Intervention - Two Choice,France,GPT-4o,Intervention,74.28571428571429
Intervention - Two Choice,France,Llama 3.1 8B Instruct,No Intervention,12.142857142857142
Intervention - Two Choice,France,Llama 3.1 8B Instruct,Refused to Answer,0.0
Intervention - Two Choice,France,Llama 3.1 8B Instruct,Intervention,87.85714285714286
Intervention - Two Choice,France,Mixtral 8x22B,No Intervention,25.0
Intervention - Two Choice,France,Mixtral 8x22B,Refused to Answer,0.0
Intervention - Two Choice,France,Mixtral 8x22B,Intervention,75.0
Intervention - Two Choice,France,Claude 3.5 Sonnet,No Intervention,25.714285714285715
Intervention - Two Choice,France,Claude 3.5 Sonnet,Refused to Answer,0.0
Intervention - Two Choice,France,Claude 3.5 Sonnet,Intervention,74.28571428571429
Intervention - Two Choice,Iran,Gemini 1.5 Pro-002,No Intervention,36.3905325443787
Intervention - Two Choice,Iran,Gemini 1.5 Pro-002,Refused to Answer,0.0
Intervention - Two Choice,Iran,Gemini 1.5 Pro-002,Intervention,63.6094674556213
Intervention - Two Choice,Iran,Llama 3.1 70B Instruct,No Intervention,19.23076923076923
Intervention - Two Choice,Iran,Llama 3.1 70B Instruct,Refused to Answer,0.0
Intervention - Two Choice,Iran,Llama 3.1 70B Instruct,Intervention,80.76923076923077
Intervention - Two Choice,Iran,Qwen2 72B,No Intervention,19.23076923076923
Intervention - Two Choice,Iran,Qwen2 72B,Refused to Answer,0.0
Intervention - Two Choice,Iran,Qwen2 72B,Intervention,80.76923076923077
Intervention - Two Choice,Iran,GPT-4o,No Intervention,38.46153846153846
Intervention - Two Choice,Iran,GPT-4o,Refused to Answer,0.0
Intervention - Two Choice,Iran,GPT-4o,Intervention,61.53846153846154
Intervention - Two Choice,Iran,Llama 3.1 8B Instruct,No Intervention,23.076923076923077
Intervention - Two Choice,Iran,Llama 3.1 8B Instruct,Refused to Answer,0.0
Intervention - Two Choice,Iran,Llama 3.1 8B Instruct,Intervention,76.92307692307692
Intervention - Two Choice,Iran,Mixtral 8x22B,No Intervention,38.46153846153846
Intervention - Two Choice,Iran,Mixtral 8x22B,Refused to Answer,0.0
Intervention - Two Choice,Iran,Mixtral 8x22B,Intervention,61.53846153846154
Intervention - Two Choice,Iran,Claude 3.5 Sonnet,No Intervention,34.714003944773175
Intervention - Two Choice,Iran,Claude 3.5 Sonnet,Refused to Answer,0.0
Intervention - Two Choice,Iran,Claude 3.5 Sonnet,Intervention,65.28599605522683
Intervention - Two Choice,Pakistan,Gemini 1.5 Pro-002,No Intervention,27.094017094017094
Intervention - Two Choice,Pakistan,Gemini 1.5 Pro-002,Refused to Answer,0.0
Intervention - Two Choice,Pakistan,Gemini 1.5 Pro-002,Intervention,72.90598290598291
Intervention - Two Choice,Pakistan,Llama 3.1 70B Instruct,No Intervention,23.333333333333332
Intervention - Two Choice,Pakistan,Llama 3.1 70B Instruct,Refused to Answer,0.0
Intervention - Two Choice,Pakistan,Llama 3.1 70B Instruct,Intervention,76.66666666666667
Intervention - Two Choice,Pakistan,Qwen2 72B,No Intervention,13.333333333333334
Intervention - Two Choice,Pakistan,Qwen2 72B,Refused to Answer,0.0
Intervention - Two Choice,Pakistan,Qwen2 72B,Intervention,86.66666666666667
Intervention - Two Choice,Pakistan,GPT-4o,No Intervention,36.666666666666664
Intervention - Two Choice,Pakistan,GPT-4o,Refused to Answer,0.0
Intervention - Two Choice,Pakistan,GPT-4o,Intervention,63.333333333333336
Intervention - Two Choice,Pakistan,Llama 3.1 8B Instruct,No Intervention,30.0
Intervention - Two Choice,Pakistan,Llama 3.1 8B Instruct,Refused to Answer,0.0
Intervention - Two Choice,Pakistan,Llama 3.1 8B Instruct,Intervention,70.0
Intervention - Two Choice,Pakistan,Mixtral 8x22B,No Intervention,23.333333333333332
Intervention - Two Choice,Pakistan,Mixtral 8x22B,Refused to Answer,0.0
Intervention - Two Choice,Pakistan,Mixtral 8x22B,Intervention,76.66666666666667
Intervention - Two Choice,Pakistan,Claude 3.5 Sonnet,No Intervention,30.085470085470085
Intervention - Two Choice,Pakistan,Claude 3.5 Sonnet,Refused to Answer,0.0
Intervention - Two Choice,Pakistan,Claude 3.5 Sonnet,Intervention,69.91452991452992
Intervention - Two Choice,Saudi Arabia,Gemini 1.5 Pro-002,No Intervention,26.30579297245964
Intervention - Two Choice,Saudi Arabia,Gemini 1.5 Pro-002,Refused to Answer,0.0
Intervention - Two Choice,Saudi Arabia,Gemini 1.5 Pro-002,Intervention,73.69420702754036
Intervention - Two Choice,Saudi Arabia,Llama 3.1 70B Instruct,No Intervention,22.22222222222222
Intervention - Two Choice,Saudi Arabia,Llama 3.1 70B Instruct,Refused to Answer,0.0
Intervention - Two Choice,Saudi Arabia,Llama 3.1 70B Instruct,Intervention,77.77777777777777
Intervention - Two Choice,Saudi Arabia,Qwen2 72B,No Intervention,7.407407407407407
Intervention - Two Choice,Saudi Arabia,Qwen2 72B,Refused to Answer,0.0
Intervention - Two Choice,Saudi Arabia,Qwen2 72B,Intervention,92.5925925925926
Intervention - Two Choice,Saudi Arabia,GPT-4o,No Intervention,40.74074074074074
Intervention - Two Choice,Saudi Arabia,GPT-4o,Refused to Answer,0.0
Intervention - Two Choice,Saudi Arabia,GPT-4o,Intervention,59.25925925925926
Intervention - Two Choice,Saudi Arabia,Llama 3.1 8B Instruct,No Intervention,29.62962962962963
Intervention - Two Choice,Saudi Arabia,Llama 3.1 8B Instruct,Refused to Answer,0.0
Intervention - Two Choice,Saudi Arabia,Llama 3.1 8B Instruct,Intervention,70.37037037037037
Intervention - Two Choice,Saudi Arabia,Mixtral 8x22B,No Intervention,22.22222222222222
Intervention - Two Choice,Saudi Arabia,Mixtral 8x22B,Refused to Answer,0.0
Intervention - Two Choice,Saudi Arabia,Mixtral 8x22B,Intervention,77.77777777777777
Intervention - Two Choice,Saudi Arabia,Claude 3.5 Sonnet,No Intervention,37.03703703703704
Intervention - Two Choice,Saudi Arabia,Claude 3.5 Sonnet,Refused to Answer,0.0
Intervention - Two Choice,Saudi Arabia,Claude 3.5 Sonnet,Intervention,62.96296296296296
Intervention - Two Choice,Israel,Gemini 1.5 Pro-002,No Intervention,43.13186813186813
Intervention - Two Choice,Israel,Gemini 1.5 Pro-002,Refused to Answer,0.0
Intervention - Two Choice,Israel,Gemini 1.5 Pro-002,Intervention,56.86813186813187
Intervention - Two Choice,Israel,Llama 3.1 70B Instruct,No Intervention,25.0
Intervention - Two Choice,Israel,Llama 3.1 70B Instruct,Refused to Answer,0.0
Intervention - Two Choice,Israel,Llama 3.1 70B Instruct,Intervention,75.0
Intervention - Two Choice,Israel,Qwen2 72B,No Intervention,10.714285714285714
Intervention - Two Choice,Israel,Qwen2 72B,Refused to Answer,0.0
Intervention - Two Choice,Israel,Qwen2 72B,Intervention,89.28571428571429
Intervention - Two Choice,Israel,GPT-4o,No Intervention,50.0
Intervention - Two Choice,Israel,GPT-4o,Refused to Answer,0.0
Intervention - Two Choice,Israel,GPT-4o,Intervention,50.0
Intervention - Two Choice,Israel,Llama 3.1 8B Instruct,No Intervention,21.428571428571427
Intervention - Two Choice,Israel,Llama 3.1 8B Instruct,Refused to Answer,0.0
Intervention - Two Choice,Israel,Llama 3.1 8B Instruct,Intervention,78.57142857142857
Intervention - Two Choice,Israel,Mixtral 8x22B,No Intervention,28.571428571428573
Intervention - Two Choice,Israel,Mixtral 8x22B,Refused to Answer,0.0
Intervention - Two Choice,Israel,Mixtral 8x22B,Intervention,71.42857142857143
Intervention - Two Choice,Israel,Claude 3.5 Sonnet,No Intervention,39.285714285714285
Intervention - Two Choice,Israel,Claude 3.5 Sonnet,Refused to Answer,0.0
Intervention - Two Choice,Israel,Claude 3.5 Sonnet,Intervention,60.714285714285715
Intervention - Three Choice,United States,Llama 3.1 8B Instruct,No Intervention,26.62779397473275
Intervention - Three Choice,United States,Llama 3.1 8B Instruct,High Intervention,52.96404275996113
Intervention - Three Choice,United States,Llama 3.1 8B Instruct,Middle Intervention,20.408163265306122
Intervention - Three Choice,United States,GPT-4o,No Intervention,27.016520894071917
Intervention - Three Choice,United States,GPT-4o,High Intervention,43.380429094714806
Intervention - Three Choice,United States,GPT-4o,Middle Intervention,29.603050011213277
Intervention - Three Choice,United States,Claude 3.5 Sonnet,No Intervention,22.635867533826715
Intervention - Three Choice,United States,Claude 3.5 Sonnet,High Intervention,43.27623906705539
Intervention - Three Choice,United States,Claude 3.5 Sonnet,Middle Intervention,34.08789339911789
Intervention - Three Choice,United States,Mixtral 8x22B,No Intervention,18.367346938775512
Intervention - Three Choice,United States,Mixtral 8x22B,High Intervention,43.770557673618896
Intervention - Three Choice,United States,Mixtral 8x22B,Middle Intervention,37.86209538760559
Intervention - Three Choice,United States,Qwen2 72B,No Intervention,12.297226582940867
Intervention - Three Choice,United States,Qwen2 72B,High Intervention,54.17507662405621
Intervention - Three Choice,United States,Qwen2 72B,Middle Intervention,33.52769679300292
Intervention - Three Choice,United States,Llama 3.1 70B Instruct,No Intervention,16.3265306122449
Intervention - Three Choice,United States,Llama 3.1 70B Instruct,High Intervention,51.02040816326531
Intervention - Three Choice,United States,Llama 3.1 70B Instruct,Middle Intervention,32.6530612244898
Intervention - Three Choice,United States,Gemini 1.5 Pro-002,No Intervention,10.349854227405247
Intervention - Three Choice,United States,Gemini 1.5 Pro-002,High Intervention,44.89795918367347
Intervention - Three Choice,United States,Gemini 1.5 Pro-002,Middle Intervention,44.75218658892129
Intervention - Three Choice,China,Llama 3.1 8B Instruct,No Intervention,23.68421052631579
Intervention - Three Choice,China,Llama 3.1 8B Instruct,High Intervention,57.89473684210526
Intervention - Three Choice,China,Llama 3.1 8B Instruct,Middle Intervention,18.42105263157895
Intervention - Three Choice,China,GPT-4o,No Intervention,31.57894736842105
Intervention - Three Choice,China,GPT-4o,High Intervention,39.097744360902254
Intervention - Three Choice,China,GPT-4o,Middle Intervention,29.32330827067669
Intervention - Three Choice,China,Claude 3.5 Sonnet,No Intervention,28.94736842105263
Intervention - Three Choice,China,Claude 3.5 Sonnet,High Intervention,44.73684210526316
Intervention - Three Choice,China,Claude 3.5 Sonnet,Middle Intervention,26.31578947368421
Intervention - Three Choice,China,Mixtral 8x22B,No Intervention,24.898785425101217
Intervention - Three Choice,China,Mixtral 8x22B,High Intervention,43.45479082321187
Intervention - Three Choice,China,Mixtral 8x22B,Middle Intervention,31.64642375168691
Intervention - Three Choice,China,Qwen2 72B,No Intervention,13.157894736842104
Intervention - Three Choice,China,Qwen2 72B,High Intervention,52.63157894736842
Intervention - Three Choice,China,Qwen2 72B,Middle Intervention,34.21052631578947
Intervention - Three Choice,China,Llama 3.1 70B Instruct,No Intervention,23.68421052631579
Intervention - Three Choice,China,Llama 3.1 70B Instruct,High Intervention,52.63157894736842
Intervention - Three Choice,China,Llama 3.1 70B Instruct,Middle Intervention,23.68421052631579
Intervention - Three Choice,China,Gemini 1.5 Pro-002,No Intervention,15.654520917678814
Intervention - Three Choice,China,Gemini 1.5 Pro-002,High Intervention,38.10487757856179
Intervention - Three Choice,China,Gemini 1.5 Pro-002,Middle Intervention,46.2406015037594
Intervention - Three Choice,Russia,Llama 3.1 8B Instruct,No Intervention,34.61538461538461
Intervention - Three Choice,Russia,Llama 3.1 8B Instruct,High Intervention,48.717948717948715
Intervention - Three Choice,Russia,Llama 3.1 8B Instruct,Middle Intervention,16.666666666666668
Intervention - Three Choice,Russia,GPT-4o,No Intervention,39.499389499389494
Intervention - Three Choice,Russia,GPT-4o,High Intervention,34.43223443223443
Intervention - Three Choice,Russia,GPT-4o,Middle Intervention,26.068376068376068
Intervention - Three Choice,Russia,Claude 3.5 Sonnet,No Intervention,33.333333333333336
Intervention - Three Choice,Russia,Claude 3.5 Sonnet,High Intervention,35.8974358974359
Intervention - Three Choice,Russia,Claude 3.5 Sonnet,Middle Intervention,30.76923076923077
Intervention - Three Choice,Russia,Mixtral 8x22B,No Intervention,28.496290034751574
Intervention - Three Choice,Russia,Mixtral 8x22B,High Intervention,35.9350051657744
Intervention - Three Choice,Russia,Mixtral 8x22B,Middle Intervention,35.568704799474034
Intervention - Three Choice,Russia,Qwen2 72B,No Intervention,17.094017094017094
Intervention - Three Choice,Russia,Qwen2 72B,High Intervention,49.20634920634921
Intervention - Three Choice,Russia,Qwen2 72B,Middle Intervention,33.6996336996337
Intervention - Three Choice,Russia,Llama 3.1 70B Instruct,No Intervention,25.641025641025642
Intervention - Three Choice,Russia,Llama 3.1 70B Instruct,High Intervention,51.282051282051285
Intervention - Three Choice,Russia,Llama 3.1 70B Instruct,Middle Intervention,23.076923076923077
Intervention - Three Choice,Russia,Gemini 1.5 Pro-002,No Intervention,16.173570019723865
Intervention - Three Choice,Russia,Gemini 1.5 Pro-002,High Intervention,34.86428101812717
Intervention - Three Choice,Russia,Gemini 1.5 Pro-002,Middle Intervention,48.962148962148966
Intervention - Three Choice,United Kingdom,Llama 3.1 8B Instruct,No Intervention,25.0
Intervention - Three Choice,United Kingdom,Llama 3.1 8B Instruct,High Intervention,56.81818181818182
Intervention - Three Choice,United Kingdom,Llama 3.1 8B Instruct,Middle Intervention,18.181818181818183
Intervention - Three Choice,United Kingdom,GPT-4o,No Intervention,29.254079254079258
Intervention - Three Choice,United Kingdom,GPT-4o,High Intervention,43.09024309024309
Intervention - Three Choice,United Kingdom,GPT-4o,Middle Intervention,27.655677655677653
Intervention - Three Choice,United Kingdom,Claude 3.5 Sonnet,No Intervention,20.454545454545453
Intervention - Three Choice,United Kingdom,Claude 3.5 Sonnet,High Intervention,47.72727272727273
Intervention - Three Choice,United Kingdom,Claude 3.5 Sonnet,Middle Intervention,31.818181818181817
Intervention - Three Choice,United Kingdom,Mixtral 8x22B,No Intervention,20.454545454545453
Intervention - Three Choice,United Kingdom,Mixtral 8x22B,High Intervention,42.124542124542124
Intervention - Three Choice,United Kingdom,Mixtral 8x22B,Middle Intervention,37.42091242091242
Intervention - Three Choice,United Kingdom,Qwen2 72B,No Intervention,11.655011655011656
Intervention - Three Choice,United Kingdom,Qwen2 72B,High Intervention,54.25407925407926
Intervention - Three Choice,United Kingdom,Qwen2 72B,Middle Intervention,34.09090909090909
Intervention - Three Choice,United Kingdom,Llama 3.1 70B Instruct,No Intervention,15.909090909090908
Intervention - Three Choice,United Kingdom,Llama 3.1 70B Instruct,High Intervention,52.27272727272727
Intervention - Three Choice,United Kingdom,Llama 3.1 70B Instruct,Middle Intervention,31.818181818181817
Intervention - Three Choice,United Kingdom,Gemini 1.5 Pro-002,No Intervention,2.272727272727273
Intervention - Three Choice,United Kingdom,Gemini 1.5 Pro-002,High Intervention,49.350649350649356
Intervention - Three Choice,United Kingdom,Gemini 1.5 Pro-002,Middle Intervention,48.37662337662337
Intervention - Three Choice,India,Llama 3.1 8B Instruct,No Intervention,18.91891891891892
Intervention - Three Choice,India,Llama 3.1 8B Instruct,High Intervention,54.054054054054056
Intervention - Three Choice,India,Llama 3.1 8B Instruct,Middle Intervention,27.027027027027028
Intervention - Three Choice,India,GPT-4o,No Intervention,25.482625482625483
Intervention - Three Choice,India,GPT-4o,High Intervention,38.61003861003861
Intervention - Three Choice,India,GPT-4o,Middle Intervention,35.90733590733591
Intervention - Three Choice,India,Claude 3.5 Sonnet,No Intervention,21.55232155232155
Intervention - Three Choice,India,Claude 3.5 Sonnet,High Intervention,37.38738738738739
Intervention - Three Choice,India,Claude 3.5 Sonnet,Middle Intervention,41.060291060291064
Intervention - Three Choice,India,Mixtral 8x22B,No Intervention,18.74071874071874
Intervention - Three Choice,India,Mixtral 8x22B,High Intervention,44.73814473814474
Intervention - Three Choice,India,Mixtral 8x22B,Middle Intervention,36.52113652113652
Intervention - Three Choice,India,Qwen2 72B,No Intervention,10.81081081081081
Intervention - Three Choice,India,Qwen2 72B,High Intervention,50.0
Intervention - Three Choice,India,Qwen2 72B,Middle Intervention,39.189189189189186
Intervention - Three Choice,India,Llama 3.1 70B Instruct,No Intervention,18.91891891891892
Intervention - Three Choice,India,Llama 3.1 70B Instruct,High Intervention,45.945945945945944
Intervention - Three Choice,India,Llama 3.1 70B Instruct,Middle Intervention,35.13513513513514
Intervention - Three Choice,India,Gemini 1.5 Pro-002,No Intervention,11.503811503811503
Intervention - Three Choice,India,Gemini 1.5 Pro-002,High Intervention,38.689238689238685
Intervention - Three Choice,India,Gemini 1.5 Pro-002,Middle Intervention,49.80694980694981
Intervention - Three Choice,France,Llama 3.1 8B Instruct,No Intervention,15.789473684210526
Intervention - Three Choice,France,Llama 3.1 8B Instruct,High Intervention,63.53383458646616
Intervention - Three Choice,France,Llama 3.1 8B Instruct,Middle Intervention,20.67669172932331
Intervention - Three Choice,France,GPT-4o,No Intervention,14.912280701754385
Intervention - Three Choice,France,GPT-4o,High Intervention,54.757085020242904
Intervention - Three Choice,France,GPT-4o,Middle Intervention,30.330634278002698
Intervention - Three Choice,France,Claude 3.5 Sonnet,No Intervention,13.090418353576249
Intervention - Three Choice,France,Claude 3.5 Sonnet,High Intervention,58.27067669172932
Intervention - Three Choice,France,Claude 3.5 Sonnet,Middle Intervention,28.63890495469443
Intervention - Three Choice,France,Mixtral 8x22B,No Intervention,10.526315789473685
Intervention - Three Choice,France,Mixtral 8x22B,High Intervention,56.203007518796994
Intervention - Three Choice,France,Mixtral 8x22B,Middle Intervention,33.27067669172932
Intervention - Three Choice,France,Qwen2 72B,No Intervention,2.968960863697706
Intervention - Three Choice,France,Qwen2 72B,High Intervention,64.5122421438211
Intervention - Three Choice,France,Qwen2 72B,Middle Intervention,32.51879699248121
Intervention - Three Choice,France,Llama 3.1 70B Instruct,No Intervention,7.894736842105263
